"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Max_Turbo_Frequency","Cache","Bus_Speed","TDP","Embedded_Options_Available","Conflict_Free","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth","ECC_Memory_Supported","Graphics_Base_Frequency","Graphics_Max_Dynamic_Frequency","Graphics_Video_Max_Memory","Graphics_Output","Max_Resolution_HDMI","Max_Resolution_DP","Max_Resolution_eDP_Integrated_Flat_Panel","DirectX_Support","PCI_Express_Revision","PCI_Express_Configurations_","Max_nb_of_PCI_Express_Lanes","T","Intel_Hyper_Threading_Technology_","Intel_Virtualization_Technology_VTx_","Intel_64_","Instruction_Set","Instruction_Set_Extensions","Idle_States","Thermal_Monitoring_Technologies","Secure_Key","Execute_Disable_Bit"
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7600T","Launched",2017,14,218.5,4,4,2.8,3.7,6,4,35,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1100,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,80,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i5 Processors","Desktop","i5-7600K","Launched",2017,14,242.5,4,4,3.8,4.2,6,4,91,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1150,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Mobile","i7-3920XM","Launched",2012,22,1096,4,8,2.9,3.8,8,2,55,FALSE,TRUE,32,"DDR3/L/-RS 1333/1600",2,25.6,FALSE,650,1300,8,"eDP/DP/HDMI/SDVO/CRT",NA,NA,NA,FALSE,"3","1x16, 2x8, 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-3930K","End of Life",2011,32,594,6,12,3.2,3.8,12,2,130,FALSE,TRUE,64.23,"DDR3 1066/1333/1600",4,51.2,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"2",NA,40,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Mobile","i7-3940XM","Launched",2012,22,1096,4,8,3,3.9,8,2,55,FALSE,TRUE,32,"DDR3/L/-RS 1333/1600",2,25.6,FALSE,650,1350,8,"eDP/DP/HDMI/SDVO/CRT",NA,NA,NA,FALSE,"3","1x16, 2x8, 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-3960X","End of Life",2011,32,1059,6,12,3.3,3.9,15,2,130,FALSE,TRUE,64,"DDR3 1066/1333/1600",4,51.2,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"2",NA,40,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-3970X","End of Life",2012,32,1059,6,12,3.5,4,15,2,150,FALSE,TRUE,64.45,"DDR3 1066/1333/1600",4,51.2,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"2",NA,40,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-4820K","End of Life",2013,22,332,4,8,3.7,3.9,10,2,130,FALSE,TRUE,64,"DDR3 1333/1600/1866",4,59.7,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,40,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Mobile","i7-4930MX","Launched",2013,22,303,4,8,3,3.9,8,2,57,FALSE,TRUE,32,"DDR3L 1333/1600",2,25.6,FALSE,400,1350,1.7,"eDP/DP/HDMI/VGA",NA,NA,NA,FALSE,"3","1x16, 2x8, 1x8 2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-4930K","End of Life",2013,22,594,6,12,3.4,3.9,12,2,130,FALSE,TRUE,64,"DDR3 1333/1600/1866",4,59.7,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,40,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Mobile","i7-4940MX","Launched",2014,22,303,4,8,3.1,4,8,2,57,FALSE,TRUE,32,"DDR3L 1333/1600",2,25.6,FALSE,400,1350,1.7,"eDP/DP/HDMI/VGA",NA,NA,NA,FALSE,"3","1x16, 2x8, 1x8 2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-4960X","End of Life",2013,22,1059,6,12,3.6,4,15,2,130,FALSE,TRUE,64,"DDR3 1333/1600/1866",4,59.7,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,40,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-5820K","Launched",2014,22,392.5,6,12,3.3,3.6,15,0,140,FALSE,TRUE,64,"DDR4 1333/1600/2133",4,68,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,28,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX 2.0, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-5930K","Launched",2014,22,588.5,6,12,3.5,3.7,15,0,140,FALSE,TRUE,64,"DDR4 1333/1600/2133",4,68,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,40,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX 2.0, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-5960X","Launched",2014,22,1029,8,16,3,3.5,20,0,140,FALSE,TRUE,64,"DDR4 1333/1600/2133",4,68,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,40,66.8,TRUE,"Yes",TRUE,"64-bit","SSE4.2, AVX 2.0, AES",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-6800K","Launched",2016,14,437.5,6,12,3.4,3.6,15,4,140,FALSE,TRUE,128,"DDR4 2400/2133",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,28,83,TRUE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-6850K","Launched",2016,14,622.5,6,12,3.6,3.8,15,4,140,FALSE,TRUE,128,"DDR4 2400/2133",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,40,83,TRUE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-6900K","Launched",2016,14,1099,8,16,3.2,3.7,20,4,140,FALSE,TRUE,128,"DDR4 2400/2133",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,40,83,TRUE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-6950X","Launched",2016,14,1733,10,20,3,3.5,25,4,140,FALSE,TRUE,128,"DDR4 2400/2133",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,40,83,TRUE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i5-7640X","Launched",2017,14,242.5,4,4,4,4.2,6,4,112,FALSE,TRUE,64,"DDR4-2666",2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-7740X","Launched",2017,14,344.5,4,8,4.3,4.5,8,4,112,FALSE,TRUE,64,"DDR4-2666",2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-7800X","Launched",2017,14,386,6,12,3.5,4,8.25,4,140,FALSE,TRUE,128,"DDR4-2400",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,28,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0, AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i9-7900X","Launched",2017,14,994,10,20,3.3,4.3,13.75,4,140,FALSE,TRUE,128,"DDR4-2666",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,44,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0, AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i7-7820X","Launched",2017,14,594,8,16,3.6,4.3,11,4,140,FALSE,TRUE,128,"DDR4-2666",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,28,99,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0, AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i9-7920X","Launched",2017,14,1194,12,24,2.9,4.3,16.5,3.2,140,FALSE,TRUE,128,"DDR4-2666",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,44,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0, AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i9-7940X","Announced",2017,32,303,14,28,3.1,4.3,19.25,4,165,FALSE,TRUE,128,"DDR4-2666",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,44,102,TRUE,"Yes",TRUE,NA,"SSE4.1/4.2, AVX 2.0, AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i9-7960X","Announced",2017,32,303,16,32,2.8,4.2,22,4,165,FALSE,TRUE,128,"DDR4-2666",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,44,98,TRUE,"Yes",TRUE,NA,"SSE4.1/4.2, AVX 2.0, AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Core™ X-series Processors","Desktop","i9-7980XE","Announced",2017,32,303,18,36,2.6,4.2,24.75,4,165,FALSE,TRUE,128,"DDR4-2666",4,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,44,94,TRUE,"Yes",TRUE,NA,"SSE4.1/4.2, AVX 2.0, AVX-512",TRUE,TRUE,TRUE,TRUE
"8th Generation Intel® Core™ i7 Processors","Mobile","i7-8650U","Launched",2017,14,409,4,8,1.9,4.2,8,4,15,FALSE,TRUE,32,"DDR4-2400, LPDDR3-2133",2,34.1,FALSE,300,1150,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"8th Generation Intel® Core™ i5 Processors","Mobile","i5-8350U","Launched",2017,14,297,4,8,1.7,3.6,6,4,15,FALSE,TRUE,32,"DDR4-2400, LPDDR3-2133",2,34.1,FALSE,300,1100,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7500U","Launched",2016,14,393,2,4,2.7,3.5,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1050,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7560U","Launched",2017,14,415,2,4,2.4,3.8,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1050,32,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7567U","Launched",2017,14,303,2,4,3.5,4,4,4,28,FALSE,TRUE,32,"DDR4-2133, LPDDR3 - 1866, DDR3L-1600",2,34.1,FALSE,300,1150,32,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7600U","Launched",2017,14,393,2,4,2.8,3.9,4,4,15,TRUE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1150,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7660U","Launched",2017,14,415,2,4,2.5,4,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1100,32,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Desktop","i7-7700T","Launched",2017,14,307.5,4,8,2.9,3.8,8,4,35,TRUE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1150,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,80,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Desktop","i7-7700K","Launched",2017,14,344.5,4,8,4.2,4.5,8,4,91,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1150,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Desktop","i7-7700","Launched",2017,14,307.5,4,8,3.6,4.2,8,4,65,TRUE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1150,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7700HQ","Launched",2017,14,378,4,8,2.8,3.8,6,4,45,FALSE,TRUE,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1,FALSE,350,1100,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Embedded","i7-7820EQ","Launched",2017,14,378,4,8,3,3.7,8,4,45,TRUE,TRUE,64,"DDR4-2400",2,34.1,FALSE,350,1000,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x16,2x8,1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7820HK","Launched",2017,14,378,4,8,2.9,3.9,8,4,45,FALSE,TRUE,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1,FALSE,350,1100,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7820HQ","Launched",2017,14,378,4,8,2.9,3.9,8,4,45,FALSE,TRUE,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1,FALSE,350,1100,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i7 Processors","Mobile","i7-7920HQ","Launched",2017,14,568,4,8,3.1,4.1,8,4,45,FALSE,TRUE,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1,FALSE,350,1100,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz",NA,TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Quark™ Microcontroller D2000 Series","Embedded","D2000","Launched",2015,32,2.54,1,1,0.032,3.3,3,4,47,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,NA,TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Quark™ SoC X1000 Series","Embedded","X1021D","Launched",2014,32,12.85,1,1,0.4,3.3,0.015625,4,2.2,TRUE,TRUE,2,"DDR3 800",1,1.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"2","x1",2,110,FALSE,"No",FALSE,"32-bit",NA,TRUE,FALSE,FALSE,TRUE
"Intel® Atom™ Processor Z Series","Mobile","Z2420","End of Interactive Support",2013,32,303,1,2,2.26,3.3,0.5,4,47,FALSE,TRUE,1,"LPDDR2 800",2,6.4,FALSE,400,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,90,TRUE,NA,TRUE,"32-bit","SSE, SSE2, SSE3",TRUE,TRUE,TRUE,TRUE
"Intel® Quark™ Microcontroller D1000 Series","Embedded","D1000","Launched",2015,32,2.54,1,1,0.033,3.3,3,4,0.025,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,NA,TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel Atom® Processors","Embedded","E620","Launched",2010,45,19,1,2,0.6,3.3,0.5,1,3.3,TRUE,TRUE,2,"DDR2 800",1,25.6,FALSE,320,1050,8,NA,NA,NA,NA,FALSE,"1.0a","x1, root complex only",4,90,TRUE,"Yes",FALSE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Atom™ Processor Z Series","Mobile","Z2460","End of Interactive Support",2012,32,303,1,2,2.26,3.3,0.5,4,47,FALSE,TRUE,2,"LPDDR2 800",2,6.4,FALSE,400,1050,8,"HDMI",NA,NA,NA,FALSE,NA,NA,16,90,TRUE,NA,TRUE,"32-bit","SSE, SSE2, SSE3",TRUE,TRUE,TRUE,TRUE
"Intel® Atom™ Processor X Series","Mobile","x7-Z8750","Launched",2016,14,37,4,4,1.6,3.3,2,4,47,FALSE,TRUE,8,"LPDDR3 1600",2,25.6,FALSE,200,600,8,NA,"3840x2160",NA,"2560x1600",FALSE,"2","2x1, 1x2",2,90,TRUE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Atom™ Processor N Series","Mobile","N2600","Launched",2011,32,42,2,4,1.6,3.3,1,1,3.5,TRUE,TRUE,2.44,"DDR3",1,25.6,FALSE,400,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,"No",TRUE,"64-bit","SSE2, SSE3, SSSE3",TRUE,TRUE,TRUE,TRUE
"Intel® Atom™ Processor E Series","Embedded","E3805","Launched",2014,22,31,2,2,1.33,3.3,1,4,3,TRUE,TRUE,8,"DDR3L 1067",1,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"2","x4, x2, x1",4,75,FALSE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Atom™ Processor D Series","Desktop","D2500","End of Interactive Support",2011,32,42,2,2,1.86,3.3,1,1,10,FALSE,TRUE,4,"DDR3 800/1066",1,6.4,FALSE,400,1050,8,NA,NA,NA,NA,FALSE,NA,NA,4,100,FALSE,"No",TRUE,"64-bit","SSE2, SSE3, SSSE3",TRUE,TRUE,TRUE,TRUE
"Intel® Atom™ Processor C Series","Embedded","C2316","Launched",2017,22,39,2,2,1.5,3.3,1,4,7,FALSE,TRUE,16,"DDR 1333",1,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"2",NA,8,100,FALSE,"Yes",TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processors with 677 MHz FSB","Server",NA,"End of Life",2013,130,303,1,4,1.66,3.3,6,5.336,122,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,FALSE,"No",FALSE,"Itanium 64-bit",NA,FALSE,TRUE,TRUE,FALSE
"Intel® Itanium® Processors with 533 MHz FSB","Server",NA,"End of Life",2013,130,303,1,4,1.6,3.3,6,4.264,122,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,FALSE,"No",FALSE,"Itanium 64-bit",NA,FALSE,TRUE,TRUE,FALSE
"Intel® Itanium® Processors with 400 MHz FSB","Server",NA,"End of Life",2013,130,303,1,4,0.9,3.3,1.5,3.2,90,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,85,FALSE,"No",FALSE,"Itanium 64-bit",NA,FALSE,TRUE,TRUE,FALSE
"Intel® Itanium® Processor 9000 Series","Server","9010","End of Life",2013,90,303,2,4,1.6,3.3,6,4.264,104,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,74,FALSE,"Yes",FALSE,"Itanium 64-bit",NA,FALSE,TRUE,TRUE,FALSE
"Intel® Itanium® Processor 9100 Series","Server","9110N","End of Life",2007,90,696,1,4,1.6,3.3,12,4.264,75,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,76,FALSE,"Yes",FALSE,"Itanium 64-bit",NA,FALSE,TRUE,TRUE,FALSE
"Intel® Itanium® Processor 9300 Series","Server","9310","End of Life",2010,65,946,2,4,1.6,3.3,10,9.6,130,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,"Yes",TRUE,"Itanium 64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9300 Series","Server","9320","End of Life",2010,65,1614,4,8,1.33,1.47,16,9.6,155,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,"Yes",TRUE,"Itanium 64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9300 Series","Server","9330","End of Life",2010,65,2059,4,8,1.46,1.6,20,9.6,155,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,"Yes",TRUE,"Itanium 64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9300 Series","Server","9340","End of Life",2010,65,2059,4,8,1.6,1.73,20,9.6,185,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,"Yes",TRUE,"Itanium 64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9300 Series","Server","9350","End of Life",2010,65,3838,4,8,1.73,1.87,24,9.6,185,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,"Yes",TRUE,"Itanium 64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9100 Series","Server","9120N","End of Life",2007,90,910,2,4,1.42,3.3,12,4.264,104,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,76,TRUE,"Yes",FALSE,"Itanium 64-bit",NA,FALSE,TRUE,TRUE,FALSE
"Intel® Itanium® Processor 9100 Series","Server","9130M","End of Life",2007,90,1552,2,4,1.66,3.3,8,5.336,104,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,76,FALSE,"Yes",FALSE,"Itanium 64-bit",NA,FALSE,TRUE,TRUE,FALSE
"Intel® Itanium® Processor 9100 Series","Server","9140M","End of Life",2007,90,1980,2,4,1.66,3.3,18,5.336,104,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,76,TRUE,"Yes",FALSE,"Itanium 64-bit",NA,FALSE,TRUE,TRUE,FALSE
